case_idx,example_id,story_id,ground_truth,prediction,pattern,num_iterations,premises,conclusion,root_cause_category,error_description,problematic_axiom
36,621,219,True,Uncertain,Uncertain → True,1,"Symphony No. 9 is a music piece.
Composers write music pieces.
Beethoven wrote Symphony No. 9.
Vienna Music Society premiered Symphony No. 9.
Vienna Music Society is an orchestra.
Beethoven leads the Vienna Music Society.
Orchestras are led by conductors.",Beethoven is a composer.,FORMALIZE_INCORRECTLY,"The premise 'Composers write music pieces' is formalized incorrectly. It should imply that if someone writes a music piece, they are a composer, not the other way around.",N/A
40,928,350,True,Uncertain,Uncertain → True,1,"All of Zaha Hadid's design styles that Max adores have interesting geometries.
No brutalist buildings that Max adores have interesting geometries.
Every style that Max adores is either Zaha Hadid's design style or Kelly Wearstler's design style. 
All of Kelly Wearstler's design styles that Max adore",A design by Max is evocative and dreamy.,FORMALIZE_INCORRECTLY,"The axiom A6 is incorrectly formalized. The premise states that if a design by Max that he adores has interesting geometries, then it is a brutalist building and evocative. However, A6 incorrectly implies that all such designs must be brutalist, which contradicts the premises.",N/A
41,929,350,False,True,True → False,2,"All of Zaha Hadid's design styles that Max adores have interesting geometries.
No brutalist buildings that Max adores have interesting geometries.
Every style that Max adores is either Zaha Hadid's design style or Kelly Wearstler's design style. 
All of Kelly Wearstler's design styles that Max adore",A design by Max is either evocative or dreamy.,AXIOMATIZE_CONTRADICTION,"Axioms A1 and A2 create a contradiction. A1 states that all Zaha Hadid's designs Max adores are interesting, while A2 states no brutalist buildings Max adores are interesting. A6 implies interesting designs Max adores are brutalist, leading to a contradiction.",N/A
46,456,159,True,Uncertain,Uncertain → True,1,"There are four seasons in a year: Spring, Summer, Fall, and Winter.
All students who want to have a long vacation have summer as their favorite season.
Emma's favorite season is summer.
Mia's favorite season is not the same as Emma's. 
James wants to have a long vacation.",James's favorite season is summer.,MISSING_PREMISES,"The premise that James is a student is missing, which is necessary to apply the rule that students who want a long vacation have summer as their favorite season.",N/A
119,441,151,False,Uncertain,Uncertain → False,1,"Barutin Cove is a cove named after the Bulgarian settlement of Barutin.
Barutin Cove is on the southwest coast of Snow Island.
Snow Island, Greenwich Island, and Deception Island are located in the South Shetland Islands.
Antarctica is located on the South Shetland Islands. 
If place A is located in",Barutin Cove is not located in Antarctica.,MISSING_PREMISES,The premise 'Antarctica is located on the South Shetland Islands' is not correctly represented in the axioms. The axiom H5 should state 'LocatedIn SouthShetlandIslands Antarctica' instead of 'LocatedIn Antarctica SouthShetlandIslands'.,N/A
118,440,151,True,Uncertain,Uncertain → True,1,"Barutin Cove is a cove named after the Bulgarian settlement of Barutin.
Barutin Cove is on the southwest coast of Snow Island.
Snow Island, Greenwich Island, and Deception Island are located in the South Shetland Islands.
Antarctica is located on the South Shetland Islands. 
If place A is located in",There is at least one cove in Antarctica named after a place in Bulgaria.,FORMALIZE_INCORRECTLY,The axiom F6 is incorrectly formalized. It states 'Antarctica is located on the South Shetland Islands' instead of 'South Shetland Islands are located in Antarctica'.,N/A
122,787,315,False,Uncertain,Uncertain → False,1,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Mod",John's car is a Solo EV.,FORMALIZE_INCORRECTLY,"The axiom R5 is incorrectly formalized. The premise implies a tautology, but the axiom does not capture the intended logical structure.",N/A
123,788,315,True,Uncertain,Uncertain → True,1,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Mod",John's car is not a Solo EV.,FORMALIZE_INCORRECTLY,"The axiom A5 is incorrectly formalized. The premise implies a logical tautology, but the axiom does not capture the intended meaning.",N/A
197,1326,459,True,Uncertain,Uncertain → True,1,"Jane does not like any animals that bark.
All dogs are animals that bark.
Jane likes all animals that jump.
If an animal has legs, then it jumps.
If an animal is terricolous, then it has legs. 
KiKi is an animal.
If KiKi neither jumps nor has legs, then KiKi is terricolous or has legs.",KiKi does not bark and he is not a dog.,FORMALIZE_INCORRECTLY,"The axiom H7 is incorrectly formalized. The premise states a conditional about KiKi's characteristics, but the axiom does not correctly capture the logical structure of the premise.",N/A
196,1325,459,False,Uncertain,Uncertain → False,2,"Jane does not like any animals that bark.
All dogs are animals that bark.
Jane likes all animals that jump.
If an animal has legs, then it jumps.
If an animal is terricolous, then it has legs. 
KiKi is an animal.
If KiKi neither jumps nor has legs, then KiKi is terricolous or has legs.",KiKi is a barking dog.,FORMALIZE_INCORRECTLY,"The premise 'If KiKi neither jumps nor has legs, then KiKi is terricolous or has legs' is incorrectly formalized, leading to a logical inconsistency.",N/A
128,847,330,True,Uncertain,Uncertain → True,1,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is enga",John does not have a larger family.,FORMALIZE_INCORRECTLY,"The premise 'If John is engaged, then John does not invite friends to their ceremony and make wedding plans' is incorrectly formalized. It should be 'If John is engaged, then John does not invite friends to their ceremony or make wedding plans'.",N/A
202,308,101,Uncertain,True,True → Uncertain,1,"Ailton Silva, born in 1995, is commonly known as Ailton.
Ailton is a football player who was loaned out to Braga.
Ailton Silva is a Brazilian footballer who plays for Náutico.
Náutico is a football club along with Braga.
Fluminense is a football club.",Ailton Silva was loaned out to a football club.,AXIOMATIZE_FABRICATION,"The axiom 'AiltonLoanedBraga' states that Ailton was loaned to Braga, but the premises do not explicitly mention this fact.",N/A
130,849,330,True,Uncertain,Uncertain → True,1,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is enga",John neither has a larger family nor does he invite others to his wedding.,FORMALIZE_INCORRECTLY,"The premise 'If John is engaged, then John does not invite friends to their ceremony and make wedding plans' is incorrectly formalized. It should imply that John does not invite others, not just friends.",N/A
127,846,330,False,Uncertain,Uncertain → False,2,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is enga",John has a larger family.,FORMALIZE_INCORRECTLY,"The premise 'If John is engaged, then John does not invite friends to their ceremony and make wedding plans' is incorrectly formalized. It should be 'If John is engaged, then John does not invite friends to their ceremony or make wedding plans'.",N/A
70,819,322,Uncertain,True,True → Uncertain,1,"All growth stocks are bought to earn profits from rapid price appreciation.
If the stock price is bought to earn profits from rapid price appreciation, then it is not suitable for a retirement fund.
Some stocks are growth stocks.
All mature stocks are suitable for a retirement fund.
KO is a mature s",KO is a stock.,AXIOMATIZE_FABRICATION,"The axiom 'KO_stock' states that KO is a stock, which is not directly mentioned or implied in the premises. The conclusion that KO is a stock is assumed rather than derived.",N/A
140,1328,460,False,Uncertain,Uncertain → False,1,"If a film is appropriate for people of all ages, then children can watch it without guidance from parents.
If a film contains excessive erotic and violent content, children cannot watch it without guidance from their parents.
If a film is rated General Audience, then it is appropriate for people of ","""Hachi: A dog's Tale"" contains excessive erotic and violent content or is in the ""Frozen"" series or both.",FORMALIZE_INCORRECTLY,The conclusion is incorrectly formalized. The premises do not support the conclusion that 'Hachi: A dog's Tale' contains excessive erotic and violent content or is in the 'Frozen' series.,N/A
75,979,368,Uncertain,False,False → Uncertain,1,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjo",Hannah needs to earn money to help pay for her college tuition.,AXIOMATIZE_CONTRADICTION,"The axioms create a contradiction because Hannah's conditional statement implies both ¬Need Hannah and Need Hannah, leading to inconsistency.",N/A
77,981,368,False,True,True → False,1,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjo","Hannah is at Mary's school and she either is not a picky eater or, if she is, then she spends a lot of her time eating and catching up with friends in the campus dining halls.",AXIOMATIZE_CONTRADICTION,"The axiom H_spec creates a contradiction by stating both Need Hannah and ¬Need Hannah, making the system inconsistent.",N/A
83,754,306,False,True,True → False,1,"If a restaurant is listed in Yelp’s recommendations, then the restaurant has not received many negative reviews.
All restaurants with a rating greater than four are listed in Yelp’s recommendations.
Some restaurants that do not provide take-out service receive many negative reviews.
All restaurants ","If the Hamden Plaza Subway store provides take-out service and receives many negative reviews, then its rating is greater than 4 and it does not provide take-out service.",FORMALIZE_INCORRECTLY,The conclusion is incorrectly formalized. The conclusion should not be provable as it contains a contradiction: 'its rating is greater than 4 and it does not provide take-out service' cannot be true if it provides take-out service.,N/A
156,1244,435,False,True,True → False,1,"None of the students who currently work in the library are from the computer science department. 
All of the students with part-time jobs offered by the university currently work in the library. 
All of the students who are taking the database course are from the computer science department. 
All of",James has a part-time job offered by the university.,AXIOMATIZE_CONTRADICTION,"The axioms lead to a contradiction because T2 states James works in the lab, while T3 states he does not work in the lab or have a part-time job, creating a logical inconsistency.",N/A
159,1247,435,Uncertain,True,True → Uncertain,1,"None of the students who currently work in the library are from the computer science department. 
All of the students with part-time jobs offered by the university currently work in the library. 
All of the students who are taking the database course are from the computer science department. 
All of",James takes the database course.,AXIOMATIZE_CONTRADICTION,"Axioms A6 and A7 create a direct contradiction by stating both that James works in the lab and does not work in the lab, making the system inconsistent.",N/A
89,173,58,Uncertain,True,True → Uncertain,1,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",A smarter person has gained knowledge.,FORMALIZE_INCORRECTLY,"The conclusion 'A smarter person has gained knowledge' is incorrectly formalized. The theorem incorrectly assumes that a smarter person must have gained knowledge, but the premises only imply that gaining knowledge makes a person smarter, not the reverse.",N/A
165,804,318,True,Uncertain,Uncertain → True,1,"Some show airing at 8 pm on Monday gives out roses on TV.
If a show gives out roses on TV, then the show is an episode of The Bachelor.
The Bachelor portrays the lives of real people.
All shows portraying the lives of real people are reality TV shows.
Breaking Bad is a show.
Breaking Bad is not a re","If roses are given out during Breaking Bad, then it is on Monday at 8 pm.",FORMALIZE_INCORRECTLY,The formalization of the conclusion is incorrect. The implication direction is wrong; it should be 'AirsMon8 BreakingBad → GivesRoses BreakingBad' instead of 'GivesRoses BreakingBad → AirsMon8 BreakingBad'.,N/A
